ts,price,date
1779242463206,2113.544755053438,2026-05-20
1779246024381,2106.918892007095,2026-05-20
1779249632885,2109.730033643281,2026-05-20
1779253234846,2111.0073953383244,2026-05-20
1779256846619,2122.8627689752834,2026-05-20
1779260466025,2131.03856960549,2026-05-20
1779264045814,2127.544896961345,2026-05-20
1779267625796,2129.3075337856058,2026-05-20
1779271245704,2126.848177193994,2026-05-20
1779274851489,2128.7086254060555,2026-05-20
1779278439957,2126.107423450169,2026-05-20
1779282036835,2132.6946484976297,2026-05-20
1779285646759,2117.841683608538,2026-05-20
1779289222343,2134.692972289772,2026-05-20
1779292867341,2134.0344078034786,2026-05-20
1779296456896,2132.305878706801,2026-05-20
1779300020228,2138.500709037162,2026-05-20
1779303658733,2130.1559830981155,2026-05-20
1779307250861,2137.7121439221933,2026-05-20
1779310820443,2134.5344087565354,2026-05-20
1779314412758,2129.383702876317,2026-05-20
1779318052496,2125.9559877514866,2026-05-20
1779321638019,2127.2938085253463,2026-05-21
1779325262427,2140.710777657005,2026-05-21
1779328808688,2139.128402379083,2026-05-21
1779332442075,2140.8179579341313,2026-05-21
1779336053155,2143.6411010639567,2026-05-21
1779339648095,2143.26782227445,2026-05-21
1779343208728,2133.9632022648557,2026-05-21
1779346816941,2126.3861974212628,2026-05-21
1779350474878,2133.7712691622587,2026-05-21
1779354008613,2136.1822856574295,2026-05-21
1779357607729,2126.628838604658,2026-05-21
1779361240270,2112.620897046607,2026-05-21
1779364859564,2113.790444000585,2026-05-21
1779368438209,2115.616539094304,2026-05-21
1779372071942,2117.6697732281796,2026-05-21
1779375650520,2119.406803496634,2026-05-21
1779379263927,2130.356773603215,2026-05-21
1779382832827,2125.4117586066686,2026-05-21
1779386463485,2147.340674795231,2026-05-21
1779390007915,2123.6601473364963,2026-05-21
1779393632685,2141.061864732774,2026-05-21
1779397236056,2136.698066173906,2026-05-21
1779400838095,2132.9442081225707,2026-05-21
1779404444772,2129.8361428890125,2026-05-21
1779408039339,2131.694272748801,2026-05-22
1779411646890,2128.0602910253806,2026-05-22
1779415247548,2133.2501117685056,2026-05-22
1779418838915,2134.9943100014266,2026-05-22
